DateTime,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,Hour,Weekday,Month
2004-05-17 09:00:00,-0.259760689999154,990,275,-0.2784222182407461,924,140,974,90,1404,861,-0.13001359023421694,-1.1422821544520882,-1.321528599563723,9,0,5
2004-05-17 10:00:00,-0.32889526691369847,988,275,-0.2913755630798532,918,141,1007,94,1393,850,0.18378796675039963,-1.3965165052155644,-1.3558200102839588,10,0,5
2004-05-17 11:00:00,-0.4671644207427872,979,275,-0.31728225275806726,910,123,1028,92,1396,788,0.42227715005870803,-1.5351897874501876,-1.340307229243852,11,0,5
2004-05-17 12:00:00,-0.19062611308460972,1029,275,-0.08412204565413946,983,129,950,97,1470,879,0.5352457105731703,-1.5871922682881714,-1.322617215777064,12,0,5
2004-05-17 13:00:00,-0.32889526691369847,984,275,-0.21365549404521056,945,115,990,88,1423,747,0.6231101465288629,-1.6623069628319256,-1.3563643183906293,13,0,5
2004-05-17 14:00:00,-0.4671644207427872,985,275,-0.2913755630798532,919,104,1028,86,1387,700,0.6858704579257862,-1.6969752833905816,-1.369427712950719,14,0,5
2004-05-17 15:00:00,-0.32889526691369847,981,275,-0.39500232179271,886,129,1054,99,1363,695,0.6231101465288629,-1.7143094436699093,-1.441276383031213,15,0,5
2004-05-17 16:00:00,-0.32889526691369847,1020,275,-0.22660883888431763,941,138,1016,95,1425,756,0.610558084249478,-1.6680850162583685,-1.3803138750841273,16,0,5
2004-05-17 17:00:00,0.15504677148811216,1106,275,0.34333833403639524,1097,135,902,105,1552,941,0.7360787070433246,-1.8009802450665489,-1.487814726151533,17,0,5
2004-05-17 18:00:00,0.6389888098899229,1153,275,0.6283119204967516,1168,163,842,121,1644,1021,0.4348292123380929,-1.6449728025525978,-1.481283028871488,18,0,5
2004-05-17 19:00:00,0.846392540633556,1215,275,0.9132855069571081,1234,180,796,125,1735,1167,0.3344127141030155,-1.5871922682881714,-1.4801944126581472,19,0,5
2004-05-17 20:00:00,0.5698542329753785,1094,275,0.2526649201626453,1072,170,888,122,1545,1105,0.14613177991224555,-1.402294558642007,-1.3914721912708707,20,0,5
2004-05-17 21:00:00,-0.6745681514864204,944,275,-0.5633958047011024,832,72,1072,81,1350,712,0.03316321939778377,-1.275177383260269,-1.3321426076437959,21,0,5
2004-05-17 22:00:00,-0.6745681514864204,964,275,-0.47272239082735273,861,69,1014,73,1398,735,0.008059094839014092,-1.1249479941727603,-1.1870844972161319,22,0,5
2004-05-17 23:00:00,-0.6054335745718759,1003,275,-0.43386235631003134,872,79,988,80,1439,851,-0.07980534111667846,-0.9862747119381371,-1.1081598217489226,23,0,5
2004-05-18 00:00:00,-0.812837305315509,914,275,-0.7188359427703878,774,53,1091,65,1323,706,-0.10490946567544769,-0.9689405516588092,-1.1195902919890013,0,1,5
2004-05-18 01:00:00,-1.2276447668027755,839,275,-1.0815295982653867,609,36,1276,59,1286,643,-0.004492967440370304,-0.9227161242472682,-0.9696334086013035,1,1,5
2004-05-18 02:00:00,-1.2967793437173196,830,275,-1.1333429776218154,582,30,1310,50,1264,608,-0.10490946567544769,-0.7955989488655301,-0.9312596870810397,2,1,5
2004-05-18 03:00:00,-1.365913920631864,812,275,-1.236969736334672,521,22,1413,36,1233,469,0.045715281677168165,-0.8880478036886124,-0.8702971791339539,3,1,5
2004-05-18 04:00:00,-1.2622120552600475,832,275,-1.1981097018173508,547,15,1320,23,1254,469,-0.31829452442498685,-0.477806010411185,-0.8248474522269746,4,1,5
2004-05-18 05:00:00,-1.1585101898882308,903,275,-0.9908561843916371,656,38,1155,37,1361,618,-0.48147133405698755,-0.21201555279482354,-0.7573532469998441,5,1,5
2004-05-18 06:00:00,-0.8819718822300535,1022,275,-0.5763491495402095,825,68,931,54,1487,931,-0.46891927177760273,-0.17156917880972533,-0.70537182281282,6,1,5
2004-05-18 07:00:00,0.36245050223174546,1378,275,1.1075856795437147,1277,192,628,94,1970,1519,-0.46891927177760273,-0.1022325376924135,-0.6438650067590636,7,1,5
2004-05-18 08:00:00,2.989564424984432,1745,275,3.646441268008708,1748,346,484,139,2605,2054,-0.25553421302806356,-0.4951401706905127,-0.7698723334532633,8,1,5
2004-05-18 09:00:00,0.7081233868044674,1326,275,0.49877847210568044,1137,225,719,115,1760,1550,-0.06725327883729362,-0.587589025513595,-0.6612828661725169,9,1,5
2004-05-18 10:00:00,0.15504677148811216,1215,275,0.20085154080621706,1062,199,794,119,1650,1381,0.5603498351319395,-1.2289529558487278,-0.7649735604932296,10,1,5
2004-05-18 11:00:00,-0.19062611308460972,1138,275,0.03245805789782456,1015,140,854,103,1604,1115,0.8239431429990172,-1.4716311997593186,-0.8591388629472105,11,1,5
2004-05-18 12:00:00,0.36245050223174546,1244,275,0.6024052308185374,1162,162,765,123,1735,1189,1.1502967622630185,-1.6334166956997125,-0.8267525306003212,12,1,5
2004-05-18 13:00:00,0.500719656060834,1261,275,0.8096587482442511,1210,173,736,126,1769,1200,1.2632653227774804,-1.6854191765376962,-0.8115119036135495,13,1,5
2004-05-18 14:00:00,-0.12149153617006529,1182,275,0.2267582304844312,1066,121,818,106,1663,965,1.2256091359393266,-1.6218605888468274,-0.7230618362796082,14,1,5
2004-05-18 15:00:00,0.08591219457356772,1208,275,0.39515171339282373,1111,133,783,127,1653,1018,1.4264421324094816,-1.6969752833905816,-0.6563840932124831,15,1,5
2004-05-18 16:00:00,-0.19062611308460972,1158,275,-0.08412204565413946,981,96,862,105,1573,775,1.3636818210125579,-1.6623069628319256,-0.6517574743057846,16,1,5
2004-05-18 17:00:00,0.5698542329753785,1346,275,1.1075856795437147,1278,141,701,130,1873,1193,1.2632653227774804,-1.6045264285674994,-0.6476751635057566,17,1,5
2004-05-18 18:00:00,1.537738309779,1443,275,1.5479994040733562,1371,221,664,160,1988,1425,0.836495205278402,-1.3618481846569086,-0.6740741066792713,18,1,5
2004-05-18 19:00:00,1.745142040522633,1440,275,1.9106930595683553,1443,232,635,162,2068,1594,0.6231101465288629,-1.2289529558487278,-0.6953021228394173,19,1,5
2004-05-18 20:00:00,0.846392540633556,1232,275,0.6542186101749659,1173,174,751,135,1750,1284,0.35951683866178474,-1.0556113530554487,-0.7464670848664359,20,1,5
2004-05-18 21:00:00,0.15504677148811216,1159,275,0.20085154080621706,1061,138,812,122,1648,1174,0.1712359044710148,-0.8591575365563991,-0.6993844336394452,21,1,5
2004-05-18 22:00:00,-0.6745681514864204,1081,275,-0.26546887340163905,929,65,910,75,1518,937,0.03316321939778377,-0.6800378803366772,-0.6414156202790467,22,1,5
2004-05-18 23:00:00,-0.32889526691369847,1083,275,-0.31728225275806726,911,107,883,96,1507,985,-0.07980534111667846,-0.5586987583813818,-0.6422320824390525,23,1,5
2004-05-19 00:00:00,-0.6745681514864204,1069,275,-0.39500232179271,887,70,859,84,1542,1041,-0.19277390163114025,-0.30446440761790583,-0.5009841287580812,0,2,5
2004-05-19 01:00:00,-1.0202410360591423,940,275,-0.8483693911614588,724,44,1012,68,1407,867,-0.20532596391052507,-0.2697960870592499,-0.4857435017713099,1,2,5
2004-05-19 02:00:00,-1.1585101898882308,901,275,-1.003809529230744,653,41,1094,65,1367,822,-0.30574246214560247,-0.14845696510395445,-0.4835662693446282,2,2,5
2004-05-19 03:00:00,-1.2967793437173196,848,275,-1.1592496673000294,571,37,1224,58,1297,624,-0.2680862753074484,-0.2293497130741517,-0.523300761131568,3,2,5
2004-05-19 04:00:00,-1.2967793437173196,846,275,-1.1074362879436008,598,33,1211,52,1332,669,-0.5693357700126801,0.18089208020327566,-0.51921845033154,4,2,5
2004-05-19 05:00:00,-1.2967793437173196,848,275,-1.1074362879436008,598,32,1219,46,1318,628,-0.48147133405698755,0.05377490482153788,-0.5216678368115569,5,2,5
2004-05-19 06:00:00,-1.0202410360591423,980,275,-0.6540692185748522,800,46,983,54,1462,810,-0.5567837077332958,0.22133845418837428,-0.48002826665127035,6,2,5
2004-05-19 07:00:00,0.6389888098899229,1408,275,1.3148391969694282,1321,173,618,94,2044,1495,-0.5567837077332958,0.2964531487321284,-0.41171759926413426,7,2,5
2004-05-19 08:00:00,2.7821606942407984,1716,275,3.361467681548352,1701,320,490,155,2545,2018,-0.2806383375868328,-0.08489837741308576,-0.40164789929073164,8,2,5
2004-05-19 09:00:00,1.6760074636080882,1475,275,1.4573259901996065,1351,294,625,165,2006,1696,0.02061115711839893,-0.41424742272031584,-0.34612847241034994,9,2,5
2004-05-19 10:00:00,0.293315925317201,1262,275,0.34333833403639524,1096,182,772,134,1711,1340,0.6984225202051706,-1.1191699407463178,-0.43294561542428,10,2,5
2004-05-19 11:00:00,-0.052356959255520856,1156,275,0.09722478209336011,1034,154,813,122,1640,1123,0.8615993298371712,-1.2693993298338262,-0.4691421045178625,11,2,5
2004-05-19 12:00:00,-0.12149153617006529,1192,275,0.34333833403639524,1097,118,796,113,1688,971,1.1628488245424033,-1.512077573744417,-0.5701112583052231,12,2,5
2004-05-19 13:00:00,0.016777617659023584,1233,275,0.5764985411403231,1154,116,746,115,1740,1000,1.2758173850568653,-1.4658531463328761,-0.3352423102769418,13,2,5
2004-05-19 14:00:00,-0.052356959255520856,1208,275,0.29152495467996675,1083,121,792,118,1702,891,1.2758173850568653,-1.4831873066122039,-0.37116664531718846,14,2,5
2004-05-19 15:00:00,0.08591219457356772,1215,275,0.4210584030710378,1116,116,784,125,1715,852,1.3511297587331734,-1.575636161435286,-0.4860156558246451,15,2,5
2004-05-19 16:00:00,0.2241813484026566,1251,275,0.6153585756576445,1165,144,747,135,1774,975,1.200505011380557,-1.3618481846569086,-0.23127946190289358,16,2,5
2004-05-19 17:00:00,0.846392540633556,1358,275,1.1075856795437147,1278,176,689,149,1899,1192,0.9996720149104027,-1.2693993298338262,-0.300678745503371,17,2,5
2004-05-19 18:00:00,1.4686037328644552,1379,275,1.4443726453604993,1349,214,645,162,1961,1373,0.6984225202051706,-1.049833299629006,-0.3189130670768295,18,2,5
2004-05-19 19:00:00,1.1229308482917333,1379,275,1.3407458866476427,1326,191,659,151,1961,1307,0.48503746145563137,-0.9689405516588092,-0.4636990234511584,19,2,5
2004-05-19 20:00:00,1.1229308482917333,1373,275,0.9910055759917504,1252,205,670,154,1889,1325,0.2591003404267073,-0.6800378803366772,-0.35184370753038924,20,2,5
2004-05-19 21:00:00,-0.12149153617006529,1197,275,-0.1877488043669962,950,110,823,118,1592,918,-0.004492967440370304,-0.37380104873521763,-0.3322486156902542,21,2,5
2004-05-19 22:00:00,-0.32889526691369847,1238,275,-0.22660883888431763,940,95,815,103,1622,877,-0.14256565251360176,-0.0675642171337576,-0.19317789443596492,22,2,5
2004-05-19 23:00:00,-0.12149153617006529,1255,275,-0.148888769849675,963,126,781,122,1665,1024,-0.24298215074867915,0.227116507614817,-0.017094221928087613,23,2,5
2004-05-20 00:00:00,-0.4671644207427872,1164,275,-0.3302355975971746,908,90,821,102,1574,1019,-0.29319039986621764,0.10577738565952154,-0.2277414592095357,0,3,5
2004-05-20 01:00:00,-0.9511064591445978,1046,275,-0.6411158737357451,803,48,900,73,1490,823,-0.35595071126314093,0.2733409350263579,-0.1480003215823211,1,3,5
2004-05-20 02:00:00,-1.1585101898882308,956,275,-0.9908561843916371,661,38,1043,59,1398,701,-0.30574246214560247,0.19822624048260382,-0.15153832427567837,2,3,5
2004-05-20 03:00:00,-1.2967793437173196,885,275,-1.1722030121391367,565,26,1217,42,1329,542,-0.13001359023421694,-0.11956669797174126,-0.22202622408949643,3,3,5
2004-05-20 04:00:00,-1.2967793437173196,877,275,-1.1851563569782437,549,14,1265,26,1317,463,-0.15511771479298617,-0.03289589657510169,-0.17412711070250028,4,3,5
2004-05-20 05:00:00,-1.2967793437173196,925,275,-1.094482943104494,609,26,1168,35,1363,533,-0.4438151472188335,0.33689952271722706,-0.216038834916122,5,3,5
2004-05-20 06:00:00,-0.8819718822300535,1086,275,-0.5374891150228883,837,83,885,68,1553,906,-0.6320960814096035,0.6200241406129162,-0.2397162375562846,6,3,5
2004-05-20 07:00:00,0.4315850791462896,1490,275,1.1464457140610362,1286,188,593,97,2053,1447,-0.531679583174526,0.44090448439319435,-0.2421656240363018,7,3,5
2004-05-20 08:00:00,2.2290840789244437,1763,275,2.8692405776622816,1617,253,489,146,2503,1835,-0.2680862753074484,0.2617848281734725,-0.02634745974148476,8,3,5
2004-05-20 09:00:00,1.2612000021208223,1462,275,0.9521455414744295,1242,149,637,83,1961,1552,-0.017045029719755144,-0.10801059111885622,-0.040499470514915044,9,3,5
2004-05-20 10:00:00,0.016777617659023584,1232,275,0.21380488564532413,1062,155,787,117,1707,1092,0.660766333367017,-1.0556113530554487,-0.38205280745059694,10,3,5
2004-05-20 11:00:00,0.016777617659023584,1239,275,0.2267582304844312,1067,146,779,117,1702,1071,0.9745678903516335,-1.2982895969660395,-0.37742618854389837,11,3,5
2004-05-20 12:00:00,-0.12149153617006529,1218,275,0.16199150628889566,1051,121,796,108,1689,881,1.1879529491011727,-1.4427409326271055,-0.41008467494412293,12,3,5
2004-05-20 13:00:00,-0.12149153617006529,1235,275,0.33038498919728815,1094,111,756,107,1729,907,1.3134735718950192,-1.5005214668915319,-0.36272986966379744,13,3,5
2004-05-20 14:00:00,-0.19062611308460972,1196,275,0.20085154080621706,1061,116,791,120,1649,899,1.2883694473362501,-1.5005214668915319,-0.404913747930754,14,3,5
2004-05-20 15:00:00,0.36245050223174546,1288,275,0.68012529985318,1179,167,717,150,1799,1074,1.4515462569682502,-1.610304481993942,-0.44736978025104607,15,3,5
2004-05-20 16:00:00,0.016777617659023584,1248,275,0.3821983685537164,1108,145,772,138,1701,969,1.47665038152702,-1.673863069684811,-0.5513326286250939,16,3,5
2004-05-20 17:00:00,0.9155271175481003,1401,275,1.4184659556822852,1342,192,663,148,1959,1267,1.3009215096156344,-1.6160825354203845,-0.6291686878789626,17,3,5
2004-05-20 18:00:00,1.3303345790353664,1401,275,1.6775328524644273,1396,231,645,168,2009,1402,0.8615993298371712,-1.356070131230466,-0.6177382176388841,18,3,5
2004-05-20 19:00:00,1.537738309779,1444,275,1.4702793350387138,1354,248,655,172,1956,1437,0.610558084249478,-1.1769504750107442,-0.6248142230255993,19,3,5
2004-05-20 20:00:00,1.6068728866935442,1379,275,1.2759791624521073,1312,267,683,179,1870,1382,0.40972508777932365,-1.0613894064818914,-0.6795171877459754,20,3,5
2004-05-20 21:00:00,0.500719656060834,1251,275,0.34333833403639524,1097,181,771,143,1680,1280,0.1712359044710148,-0.8013770022919727,-0.626991455452281,21,3,5
2004-05-20 22:00:00,0.293315925317201,1269,275,0.2656182650017526,1077,163,773,137,1706,1250,-0.017045029719755144,-0.5933670789400377,-0.6060355933454701,22,3,5
2004-05-20 23:00:00,-0.052356959255520856,1242,275,0.20085154080621706,1060,141,745,117,1693,1359,-0.07980534111667846,-0.31602051447079127,-0.3790591128639097,23,3,5
2004-05-21 00:00:00,-0.6745681514864204,1045,275,-0.511582425344674,850,78,889,93,1506,1102,-0.04214915427852438,-0.3622449418823322,-0.37334387774387046,0,4,5
2004-05-21 01:00:00,-1.0893756129736865,937,275,-0.9001827705178873,698,42,1039,64,1382,768,-0.09235740339606285,-0.3622449418823322,-0.4389330045976548,1,4,5
2004-05-21 02:00:00,-1.2967793437173196,875,275,-1.0685762534262797,622,35,1167,58,1331,656,-0.10490946567544769,-0.3911352090145454,-0.49118658283801403,2,4,5
2004-05-21 03:00:00,-1.2967793437173196,889,275,-1.0426695637480654,633,34,1123,52,1344,683,-0.5693357700126801,0.1924481870561611,-0.5211235287048862,3,4,5
2004-05-21 04:00:00,-1.2967793437173196,888,275,-1.0297162189089584,640,33,1089,47,1330,670,-0.5442316454539109,0.11155543908596426,-0.5594972502251501,4,4,5
2004-05-21 05:00:00,-1.2967793437173196,881,275,-1.0556229085871727,624,38,1135,47,1319,656,-0.5567837077332958,0.11155543908596426,-0.5622187907585021,5,4,5
2004-05-21 06:00:00,-1.0202410360591423,998,275,-0.4856757356664598,856,65,894,62,1488,926,-0.7450646419240654,0.37156784327588294,-0.5913392744653692,6,4,5
2004-05-21 07:00:00,1.399469155949911,1517,275,2.001366473442105,1460,296,551,113,2205,1677,-0.5567837077332958,0.17511402677683294,-0.5175855260115286,7,4,5
2004-05-21 08:00:00,1.8142766174371772,1522,275,2.260433370224247,1509,303,543,126,2275,1828,-0.3308465867043717,-0.11956669797174126,-0.49009796662467303,8,4,5
2004-05-21 09:00:00,0.846392540633556,1417,275,1.2241657830956785,1303,244,635,139,1964,1752,-0.017045029719755144,-0.477806010411185,-0.47268010721122006,9,4,5
2004-05-21 10:00:00,0.4315850791462896,1329,275,0.8226120930833584,1214,216,700,148,1845,1581,0.7109745824845554,-1.2289529558487278,-0.5875291177186764,10,4,5
2004-05-21 11:00:00,-0.259760689999154,1203,275,0.05836474757603869,1023,137,825,117,1622,1132,0.9620158280722486,-1.4138506654948921,-0.6057634392921349,11,4,5
2004-05-21 12:00:00,-0.19062611308460972,1234,275,0.11017812693246717,1037,120,788,106,1658,1037,1.1126405754248645,-1.419628718921335,-0.4522685532110795,12,4,5
2004-05-21 13:00:00,-0.12149153617006529,1286,275,0.3174316443581809,1090,100,750,98,1719,1023,1.3636818210125579,-1.5351897874501876,-0.383685731770608,13,4,5
2004-05-21 14:00:00,-0.19062611308460972,1298,275,0.2526649201626453,1075,103,749,98,1690,1022,1.3636818210125579,-1.546745894303073,-0.40110359118406125,14,4,5
2004-05-21 15:00:00,-0.12149153617006529,1308,275,0.29152495467996675,1084,123,757,110,1724,989,1.5017545060857889,-1.6623069628319256,-0.5064272098247853,15,4,5
2004-05-21 16:00:00,0.08591219457356772,1276,275,0.3562916788755023,1099,136,783,114,1680,925,1.4640983192476351,-1.7143094436699093,-0.6607385580658462,16,4,5
2004-05-21 17:00:00,0.36245050223174546,1234,275,-0.0711687008150324,985,158,815,122,1572,795,1.1754008868217878,-1.4831873066122039,-0.5039778233447685,17,4,5
2004-05-21 18:00:00,0.9846616944626448,1419,275,1.2112124382565717,1300,216,670,155,1923,1263,0.8490472675577868,-1.3040676503924822,-0.5426236989183675,18,4,5
2004-05-21 19:00:00,1.1229308482917333,1325,275,1.0816789898655006,1273,211,716,145,1815,1184,0.6356622088082472,-1.3502920778040233,-0.8656705602272554,19,4,5
2004-05-21 20:00:00,0.9155271175481003,1346,275,0.8744254724397866,1224,202,715,146,1794,1272,0.38462096322055395,-1.0902796736141047,-0.7584418632131847,20,4,5
2004-05-21 21:00:00,0.2241813484026566,1241,275,0.39515171339282373,1110,147,772,130,1698,1177,0.18378796675039963,-0.9342722311001532,-0.7785812631599898,21,4,5
2004-05-21 22:00:00,0.2241813484026566,1274,275,0.33038498919728815,1094,160,771,126,1682,1231,-0.04214915427852438,-0.7147062008953332,-0.7649735604932296,22,4,5
2004-05-21 23:00:00,0.5698542329753785,1321,275,0.5246851617838948,1144,162,732,127,1745,1243,-0.13001359023421694,-0.6395915063515787,-0.7802141874800012,23,4,5
2004-05-22 00:00:00,1.0537962713771893,1424,275,0.9391921966353222,1240,194,662,126,1841,1427,-0.21787802618990948,-0.3680229953087749,-0.6035862068654535,0,5,5
2004-05-22 01:00:00,0.7772579637190115,1357,275,0.68012529985318,1178,167,674,124,1782,1454,-0.3810548358219102,-0.12534475139818396,-0.5529655529451053,1,5,5
2004-05-22 02:00:00,-0.4671644207427872,1123,275,-0.13593542501056793,966,91,770,93,1594,1183,-0.40615896038067945,-0.03867395000154441,-0.5200349124915455,2,5,5
2004-05-22 03:00:00,-1.0202410360591423,1003,275,-0.5893024943793167,820,66,902,76,1455,908,-0.3685027735425258,-0.11378864454529894,-0.539357850278345,3,5,5
2004-05-22 04:00:00,-1.0893756129736865,951,275,-0.8742760808396731,713,42,994,58,1385,821,-0.49402339633637243,0.08844322538019338,-0.4985347422780643,4,5,5
2004-05-22 05:00:00,-1.1585101898882308,941,275,-0.9260894601961015,687,50,1024,59,1374,777,-0.6320960814096035,0.3195653624378989,-0.4792118044912648,5,5,5
2004-05-22 06:00:00,-1.1585101898882308,986,275,-0.7965560118050304,745,61,959,66,1426,888,-0.5442316454539109,0.30223120215857113,-0.3940275857973458,6,5,5
2004-05-22 07:00:00,-0.6745681514864204,1153,275,-0.2007021492061035,947,107,795,80,1643,1076,-0.45636720949821835,0.2675628815999152,-0.2993179752366945,7,5,5
2004-05-22 08:00:00,0.016777617659023584,1323,275,0.49877847210568044,1137,139,696,94,1846,1285,-0.19277390163114025,0.0017724239835538087,-0.17766511339585814,8,5,5
2004-05-22 09:00:00,0.016777617659023584,1315,275,0.12313147177157424,1040,165,743,102,1740,1315,-0.02959709199913954,-0.0675642171337576,-0.024170227314802756,9,5,5
2004-05-22 10:00:00,-0.052356959255520856,1303,275,0.03245805789782456,1015,139,777,96,1731,1250,0.35951683866178474,-0.477806010411185,0.04196320764565192,10,5,5
2004-05-22 11:00:00,-0.259760689999154,1238,275,0.11017812693246717,1037,113,813,91,1698,978,0.5980060219700936,-0.9111600173943828,-0.2301908456895529,11,5,5
2004-05-22 12:00:00,0.016777617659023584,1259,275,0.27857160984085966,1080,138,772,104,1736,1072,0.798839018440248,-1.1653943681578587,-0.37742618854389837,12,5,5
2004-05-22 13:00:00,-0.12149153617006529,1246,275,0.23971157532353826,1070,104,770,84,1747,1064,0.8867034543959404,-1.1653943681578587,-0.2672037969431403,13,5,5
2004-05-22 14:00:00,-0.5362989976573316,1154,275,-0.31728225275806726,912,78,872,76,1605,825,0.9369117035134794,-1.1827285284371867,-0.2277414592095357,14,5,5
2004-05-22 15:00:00,-0.259760689999154,1237,275,-0.03230866629771098,997,97,800,87,1688,924,1.0498802640279412,-1.2289529558487278,-0.15398771075569553,15,5,5
2004-05-22 16:00:00,-0.052356959255520856,1315,275,0.12313147177157424,1041,115,773,101,1767,966,1.012224077189787,-1.0960577270405472,0.0346150482056016,16,5,5
2004-05-22 17:00:00,0.4315850791462896,1466,275,0.6542186101749659,1174,152,680,115,1965,1302,0.5729018974113239,-0.4893621172640704,0.37970638783464045,17,5,5
2004-05-22 18:00:00,0.4315850791462896,1409,275,0.4081050582319308,1113,157,710,110,1850,1256,0.5477977728525547,-0.47202795698474226,0.3445985149543993,18,5,5
2004-05-22 19:00:00,0.36245050223174546,1366,275,0.6412652653358586,1171,132,693,103,1933,1068,0.4599333368968621,-0.5124743309698409,0.15980591273979522,19,5,5
2004-05-22 20:00:00,-0.259760689999154,1241,275,0.0195047130587175,1011,98,781,90,1748,1070,0.18378796675039963,-0.1657911253832826,0.19382516940669625,20,5,5
2004-05-22 21:00:00,-0.6745681514864204,1123,275,-0.5633958047011024,832,65,930,68,1565,792,0.045715281677168165,0.0017724239835538087,0.17912885052659502,21,5,5
2004-05-22 22:00:00,0.293315925317201,1321,275,0.2526649201626453,1075,101,757,85,1891,1017,-0.02959709199913954,0.128889599365292,0.19219224508668462,22,5,5
2004-05-22 23:00:00,0.6389888098899229,1397,275,0.5894518859794303,1159,134,681,100,1949,1207,-0.07980534111667846,0.2675628815999152,0.26240799084716754,23,5,5
2004-05-23 00:00:00,1.3303345790353664,1507,275,1.2630258176129998,1311,177,608,114,2107,1499,-0.13001359023421694,0.3600117364229975,0.3026867907407776,0,6,5
2004-05-23 01:00:00,0.9846616944626448,1405,275,0.667171955014073,1177,179,660,108,1931,1474,-0.16766977707237102,0.4582386446725225,0.33969974199436553,1,6,5
2004-05-23 02:00:00,-0.19062611308460972,1192,275,-0.04526201113681805,994,105,759,78,1780,1163,-0.23043008846929433,0.5622436063484898,0.32799711770095186,2,6,5
2004-05-23 03:00:00,-0.19062611308460972,1199,275,0.23971157532353826,1070,77,671,66,1873,1189,-0.3433986489837561,0.7702535297004248,0.354668214927802,3,6,5
2004-05-23 04:00:00,-0.7437027284009646,973,275,-0.757695977287709,761,49,954,55,1501,815,-0.35595071126314093,0.5391313926427194,0.11217895340613482,4,6,5
2004-05-23 05:00:00,-1.2967793437173196,864,275,-1.120389632782708,591,27,1247,37,1374,507,-0.393606898101295,0.44668253781963707,-0.04376531915493775,5,6,5
2004-05-23 06:00:00,-1.2276447668027755,886,275,-1.1074362879436008,598,41,1257,53,1374,506,-0.3685027735425258,0.23867261446770205,-0.19617158902265244,6,6,5
2004-05-23 07:00:00,-0.9511064591445978,988,275,-0.8742760808396731,713,78,1092,79,1455,716,-0.24298215074867915,0.05955295824798019,-0.19263358632929456,7,6,5
2004-05-23 08:00:00,-0.9511064591445978,1008,275,-0.8354160463223518,729,68,1034,65,1490,795,-0.10490946567544769,0.01910658426288197,-0.04811978400830114,8,6,5
2004-05-23 09:00:00,-0.9511064591445978,976,275,-0.9001827705178873,698,64,1156,64,1393,594,-0.02959709199913954,-0.4084693692938731,-0.41770498843750875,9,6,5
2004-05-23 10:00:00,-0.9511064591445978,978,275,-0.861322736000566,718,67,1137,66,1392,565,0.34696477638240036,-0.8244892159977433,-0.4427431613443475,10,6,5
2004-05-23 11:00:00,-0.8819718822300535,987,275,-0.8095093566441375,740,54,1105,53,1407,523,0.7360787070433246,-1.1653943681578587,-0.459344558597795,11,6,5
2004-05-23 12:00:00,-0.6745681514864204,1030,275,-0.7058825979312807,778,67,1071,69,1452,591,0.7486307693227094,-1.1653943681578587,-0.43294561542428,12,6,5
2004-05-23 13:00:00,-0.812837305315509,955,275,-0.8483693911614588,723,51,1129,57,1393,559,0.8615993298371712,-1.2982895969660395,-0.5194906043848752,13,6,5
2004-05-23 14:00:00,-0.9511064591445978,924,275,-0.9649494947134228,673,28,1247,36,1346,430,0.9996720149104027,-1.4774092531857612,-0.6835994985460037,14,6,5
2004-05-23 15:00:00,-0.7437027284009646,1005,275,-0.757695977287709,758,51,1091,57,1434,522,0.7486307693227094,-1.2116187955694,-0.5208513746515511,15,6,5
2004-05-23 16:00:00,-0.4671644207427872,1059,275,-0.6022558392184238,816,77,1023,73,1468,641,0.6356622088082472,-1.1307260475992031,-0.5314653827316241,16,6,5
2004-05-23 17:00:00,-0.4671644207427872,1079,275,-0.49862908050556687,851,93,991,81,1490,738,0.6231101465288629,-1.1885065818636293,-0.6259028392389403,17,6,5
2004-05-23 18:00:00,-0.5362989976573316,1070,275,-0.511582425344674,850,94,997,91,1502,778,0.4975895237350162,-1.0845016201876618,-0.625630685185605,18,6,5
2004-05-23 19:00:00,-0.7437027284009646,1085,275,-0.6411158737357451,805,69,972,65,1528,718,0.5603498351319395,-0.6915939871895627,0.03733658873895335,19,6,5
2004-05-23 20:00:00,-0.8819718822300535,1066,275,-0.6799759082530664,787,57,986,56,1552,689,0.38462096322055395,-0.4546937967054145,0.11190679935279965,20,6,5
2004-05-23 21:00:00,-0.812837305315509,1094,275,-0.6022558392184238,815,74,934,69,1563,852,0.07081940623593741,-0.09645448426597078,0.10564725612608943,21,6,5
2004-05-23 22:00:00,-0.7437027284009646,1110,275,-0.6152091840575309,814,75,948,73,1571,854,-0.04214915427852438,0.05955295824798019,0.09639401831269288,22,6,5
2004-05-23 23:00:00,-0.812837305315509,968,275,-0.8483693911614588,719,73,1081,76,1388,664,-0.20532596391052507,-0.3449107816030045,-0.5543263232117814,23,6,5
2004-05-24 00:00:00,-1.0202410360591423,906,275,-0.861322736000566,714,56,1163,67,1351,544,-0.20532596391052507,-0.5991451323664805,-0.8229423738536281,0,0,5
2004-05-24 01:00:00,-1.1585101898882308,849,275,-1.0815295982653867,615,31,1285,44,1276,461,-0.45636720949821835,-0.2986863541914631,-0.8115119036135495,1,0,5
2004-05-24 02:00:00,-1.365913920631864,774,275,-1.2628764260128864,500,13,1536,21,1169,352,-0.6320960814096035,-0.17734723223616763,-0.9045885898541896,2,0,5
